roll_number,set_code,answers,total_answers,processing_method,file_id,original_filename,branch,class,subject,exam_date,upload_time,file_path
000,A,"{'1': 'D', '2': 'D', '6': 'B', '7': 'D', '11': 'D', '14': 'C', '16': 'C', '19': 'C', '26': 'D', '27': 'D', '31': 'C', '32': 'C', '33': 'C', '36': 'C', '39': 'C', '41': 'D', '42': 'C', '44': 'C', '51': 'B', '52': 'B', '56': 'D', '58': 'D', '61': 'D', '64': 'D', '66': 'A', '67': 'D', '69': 'A', '83': 'C', '89': 'B', '91': 'B', '92': 'B', '94': 'B'}",32,fallback,f9ec4d64-978b-42a4-88f4-080f1799353e,CamScanner_09-23-2025_23.44_1[1].jpg,Dhaka,HSC,Physics,2025-09-22,2025-09-24T00:16:00.688447,uploads/omr_sheets/f9ec4d64-978b-42a4-88f4-080f1799353e.jpg
